,sentiment,emotion,Text
18799,positive,joy,"ਇੱਕ ਗੈਰ-ਕ੍ਰਿਪਟੋ ਪੋਸਟ!

ਨਵਾਂ #ਸੈੱਟਅੱਪ! 🥳🥳🥳
@Dell ਮਾਨੀਟਰ @LogitechG ਕੀਬੋਰਡ ਅਤੇ ਮਾਊਸ ਨਾਲ @cyberpowerpc। @GoveeOfficial ਲਾਈਟਾਂ।

ਸਮਾਰਟ @GoogleHome, ਸ਼ੋਅ 'ਤੇ ਜ਼ੀਰੋ ਵਾਇਰ।

ਪਿਆਰਾ ਹੈ. ਇੱਥੇ ਬਹੁਤ ਕੁਝ ਪ੍ਰਾਪਤ ਕੀਤਾ ਜਾਵੇਗਾ 😜😜 https://t.co/UVFuZM3Atl"
15230,negative,disgust,"@TweakTown @Dell ਸ਼ਾਇਦ @TweakTown ਮੇਰੀ ਮਦਦ ਕਰ ਸਕਦਾ ਹੈ, ਜ਼ਾਹਰ ਹੈ ਕਿ ਮੈਂ ਗਲਤ ਲੋਕਾਂ ਨੂੰ ਪੁੱਛ ਰਿਹਾ ਹਾਂ ??? https://t.co/eC8ibUYPpn"
11856,negative,anger,@Dell @DellCares ਜੇਕਰ ਤੁਸੀਂ ਹੈਰਾਨ ਹੋ ਰਹੇ ਸੀ। ਤੁਹਾਡੇ ਹਾਲੀਆ ਅੱਪਡੇਟਾਂ ਨੇ ਮੇਰੇ @Alienware M17 ਲੈਪਟਾਪ ਨੂੰ ਵਿਗਾੜ ਦਿੱਤਾ ਹੈ ਅਤੇ ਤੁਹਾਡੇ ਗਾਹਕ ਸੇਵਾ ਸਵੈਚਲਿਤ ਫ਼ੋਨ ਨੇ ਮੇਰੇ 'ਤੇ ਲਟਕਿਆ ਹੈ। ਤੁਹਾਡੀ ਗਾਹਕ ਸੇਵਾ ਬੇਕਾਰ ਹੈ ਅਤੇ ਮੇਰਾ ਲੈਪਟਾਪ ਹੁਣ ਤੁਹਾਡੇ ਲਈ ਬੇਕਾਰ ਹੈ। #WTF #YouHadOneJob
14005,negative,disgust,@MalikAshok @AlokOhrie @MichaelDell @Dell ਰੁਟੀਨ ਡੈਲ-ਏ-ਵੇਅਰ ਮੁੱਦੇ ਵਾਂਗ ਆਵਾਜ਼ਾਂ! ਉਹੀ ਮੁੱਦੇ ਸਨ। ਵੱਡੀ ਮਾਤਰਾ ਵਾਲੇ ਭਾਰਤੀ ਬਜ਼ਾਰ ਲਈ ਅਮਰੀਕੀ ਪ੍ਰਕਿਰਿਆਵਾਂ ਦੀ ਕੋਸ਼ਿਸ਼ ਕਰਨ ਦੇ ਇਹ ਨਤੀਜੇ ਹਨ।
9089,negative,disgust,"@DellCares ਤੋਂ ਦੁਬਾਰਾ ਭੇਜੇ ਗਏ ਸੁਨੇਹੇ ਉਲਝਣ ਵਿੱਚ ਪੈ ਗਏ ਅਤੇ ਉਥੇ ਵਟਸਐਪ ਅਕਾਉਂਟ ਅਧਿਕਾਰੀ ਜਿਸਦਾ ਫੋਟੋ ਵਿੱਚ ਜ਼ਿਕਰ ਕੀਤਾ ਗਿਆ ਹੈ। @Dell CEO @MichaelDell ਉੱਥੇ ਸੇਵਾ ਨੂੰ ਸਹੀ ਬਣਾਉਣ ਵਿੱਚ ਅਸਫਲ ਰਿਹਾ ,@jagograhakjago . https://t.co/CZEjlKVSWE"
9587,positive,joy,@brittlestar @Dell @intelcanada ਮੈਂ ਆਪਣੇ ਡੈਡੀ ਨੂੰ ਇੰਟਰਵੈਬ 'ਤੇ ਸਥਾਪਤ ਕਰਨਾ ਪਸੰਦ ਕਰਾਂਗਾ। ਉਹ 77 ਸਾਲ ਦਾ ਹੈ ਅਤੇ ਦਿਨੋਂ-ਦਿਨ ਸਿੱਖ ਰਿਹਾ ਹੈ ਕਿ ਵੱਖ-ਵੱਖ ਚੀਜ਼ਾਂ ਆਨਲਾਈਨ ਕਿਵੇਂ ਕੀਤੀਆਂ ਜਾਣ। ਉਹ ਵਰਤਮਾਨ ਵਿੱਚ ਇੱਕ ਮਿਤੀ ਵਾਲੀ ਟੈਬਲੇਟ ਦੀ ਵਰਤੋਂ ਕਰ ਰਿਹਾ ਹੈ ਜਿਸਦੇ ਨਤੀਜੇ ਵਜੋਂ ਸਵੇਰੇ ਸਵੇਰੇ ਆਈ.ਟੀ. ਕਾਲਾਂ ਆਉਂਦੀਆਂ ਹਨ ਜਿਸਦਾ ਨਤੀਜਾ ਆਮ ਤੌਰ 'ਤੇ ਮਦਦ ਲਈ ਉਸਦੀ ਜਗ੍ਹਾ 'ਤੇ ਜਾਂਦਾ ਹੈ।
16959,positive,joy,"@BatsouElef ਮੈਨੂੰ 2 ਮਿਲੇ ਹਨ ਅਤੇ ਬਹੁਤ ਖੁਸ਼ ਹਨ।

@system76 Lemur Pro

ਅਤੇ

@Dell ਸ਼ੁੱਧਤਾ 5560"
1852,neutral,disgust,@GraphicallyChal @DOUGHtechnology @LGUS @SamsungUS @ASUS_ROG @CORSAIR @Alienware @GIGABYTEUSA @Dell @Acer @ ਹਰ ਮਾਨੀਟਰ/ਟੀਵੀ ਨਿਰਮਾਤਾ
17295,positive,joy,@PariseauTT ਨਾਲ ਗੱਲ ਕਰਨਾ ਹਮੇਸ਼ਾ ਚੰਗਾ ਹੁੰਦਾ ਹੈ - ਅਜਿਹਾ ਲਗਦਾ ਹੈ ਕਿ @scottcjohnston @Docker 'ਤੇ ਮਾਲੀਆ ਵਾਧੇ ਦੇ ਨਾਲ ਇੱਕ ਰੋਲ 'ਤੇ ਹੈ। ਮੈਂ @Dell ਅਤੇ @Cisco https://t.co/rpJEwTSYG3 ਵਰਗੀਆਂ ਕੰਪਨੀਆਂ ਦੇ ਡਿਵੈਲਪਰਾਂ ਵਿੱਚ ਵਾਧੂ ਦਿਲਚਸਪੀ ਦੇਖ ਰਿਹਾ ਹਾਂ
1773,negative,anger,"@Dell ਵਿਕਰੀ ਤੋਂ ਬਾਅਦ ਸੇਵਾ ਦੇ ਨਾਂ 'ਤੇ ਧੋਖਾਧੜੀ ਕਰ ਰਿਹਾ ਹੈ। ਮੈਂ ਤੁਹਾਨੂੰ ਸਾਵਧਾਨ ਕਰਦਾ ਹਾਂ, ਡੇਲ ਉਤਪਾਦ ਖਰੀਦਣ ਤੋਂ ਪਹਿਲਾਂ ਸੌ ਵਾਰ ਸੋਚੋ। ਉਹ ਤੁਹਾਨੂੰ ਰੋਣਗੇ ।ਅੱਜ ਤੱਕ ਸੇਵਾ ਨਹੀਂ ਦਿੱਤੀ ਗਈ। ਬਹੁਤ ਹੀ ਤਰਸਯੋਗ ਹਾਲਤ ਹੈ। ਡਿਸਪੈਚ ਰੈਫ ਨੰਬਰ 84433211304. ਕਰਨਲ ਸ਼੍ਰੀਰਾਮ ਕੇਲਨੇਯਾ, 9413747345"
13847,negative,disgust,"@TonySop34915665 @Cristia53986717 @Love52233268 @MichaelDell @elonmusk @Twitter @Dell @emc ਬਿਲਕੁਲ ਨਵੇਂ ਅਤੇ ਉੱਚੇ ਚਸ਼ਮੇ। ਇਸ 'ਤੇ ਬਹੁਤ ਸਾਰੇ ਗਲਤੀ ਸੁਨੇਹੇ ਆ ਗਏ ਹਨ. ਇਹ ਮੇਰੇ ਆਖ਼ਰੀ ਡੇਲ ਤੋਂ ਪਹਿਲਾਂ ਸਮਝ ਗਿਆ ਜੋ ਸਿਰਫ਼ 2 ਸਾਲ ਪੁਰਾਣਾ ਸੀ, ਹਰ ਪਾਸੇ ਹਾਰਡਵੇਅਰ ਅਸਫਲਤਾਵਾਂ ਸਨ. ਸਪੀਕਰਾਂ ਅਤੇ ਮਾਈਕ ਨੇ ਕੰਮ ਕਰਨਾ ਬੰਦ ਕਰ ਦਿੱਤਾ। ਆਈਟੀ ਨੇ ਇੱਕ ਜਾਂਚ ਕੀਤੀ ਅਤੇ ਹਾਰਡਵੇਅਰ ਫੇਲ੍ਹ ਪਾਇਆ। ਇਸ ਨਵੇਂ ਵਿੱਚ ਚਾਰਜਰ ਦੀਆਂ ਸਮੱਸਿਆਵਾਂ ਹਨ।"
23024,positive,anticipation,"ਕੀ ਮੈਂ i5 ਜਾਂ i7 ਦੇ ਪ੍ਰੋਸੈਸਰ ਵਾਲੇ ਲੈਪਟਾਪ ਲਈ ਦਾਨ ਕਰ ਸਕਦਾ ਹਾਂ ਜੋ ਮੈਂ ਸਕੂਲ ਜਾਣਾ ਚਾਹੁੰਦਾ ਹਾਂ (ਸਾਫਟਵੇਅਰ ਇੰਜੀਨੀਅਰਿੰਗ)

ਨਾਲ ਹੀ ਇੱਕ ਕੰਪਨੀ ਜਿਸ ਵਿੱਚ ਮੈਂ ਵਿਹਾਰਕ ਤੌਰ 'ਤੇ ਵੀਕੈਂਡ 'ਤੇ ਕੰਮ ਕਰ ਸਕਦਾ ਹਾਂ ਅਤੇ ਮੁਆਵਜ਼ਾ ਨਹੀਂ ਦੇਣਾ ਪੈਂਦਾ

@Dell
@ਲੇਨੋਵੋ
@HP
@Google
@ਸੇਬ
@MercedesBenz_SA"
17378,positive,optimism,"@syswarren ਕੋਈ ਚਿੰਤਾ ਨਹੀਂ
ਮੇਰੇ ਕੋਲ ਇੱਕ 747 ਜੰਬੋ ਜੈੱਟ ਹੈ ✈️ ਮੇਰੇ @Dell XPS13 ਦੇ ਅੰਦਰ ਗਰਜ ਰਿਹਾ ਹੈ
ਮੈਨੂੰ ਲਗਦਾ ਹੈ ਕਿ ਇਹ ਉੱਡ ਜਾਵੇਗਾ"
24880,positive,joy,"@Dell ਨੇ ਸਾਡੇ ਭਵਿੱਖ ਦੇ ਹਾਈਬ੍ਰਿਡ ਵਰਕਸਪੇਸ ਅਤੇ ਇੱਕ ਮੁਰੰਮਤਯੋਗ, ਅੱਪਗਰੇਡ ਕਰਨ ਯੋਗ ਅਤੇ ਟਿਕਾਊ ਲੈਪਟਾਪ ਨੂੰ ਵਧਾਉਣ ਲਈ ਤਿਆਰ ਕੀਤੇ ਗਏ ਤਿੰਨ ਨਵੇਂ ਸੰਕਲਪ ਪੇਸ਼ ਕੀਤੇ ਹਨ » EFTM https://t.co/zeVq9Bbxrq"
7973,negative,anger,@SecretGamerGrrl @Dell ਮੈਂ ਇਹ ਵੀ ਯਕੀਨੀ ਬਣਾਵਾਂਗਾ ਕਿ ਚੈੱਕ - ਧੋਖਾਧੜੀ ਕੀਤੀ ਗਈ ਪੂਰੀ ਰਕਮ ਦੇ ਨਾਲ-ਨਾਲ ਵਿਆਜ ਅਤੇ ਹਰਜਾਨੇ ਲਈ - ਜੀਨੀ ਨੂੰ ਬੋਤਲ ਵਿੱਚ ਵਾਪਸ ਰੱਖਣ ਦੀ ਕੋਸ਼ਿਸ਼ ਕਰਨ ਤੋਂ ਪਹਿਲਾਂ ਸਾਫ਼ ਕਰੋ। ਇਸ ਬਿੰਦੂ 'ਤੇ ਮੈਂ @Dell 'ਤੇ ਭਰੋਸਾ ਨਹੀਂ ਕਰਾਂਗਾ ਕਿ ਉਹ ਧੋਖਾਧੜੀ ਵਾਲੇ ਬੈਂਕ ਖਾਤੇ ਤੋਂ ਇਸ ਵਿੱਚ ਕੋਈ ਫੰਡ ਨਹੀਂ ਹੈ।
310,negative,anger,"@Dell @DellCares @DellDestekPRO @DellTurkiye ਹਾਲਾਂਕਿ ਇਹ ਵੈਬਸਾਈਟ 'ਤੇ ਪ੍ਰੀਮੀਅਮ ਪਲੱਸ ਕਹਿੰਦਾ ਹੈ, ਡੈੱਲ ਦੁਰਘਟਨਾ ਨਾਲ ਹੋਏ ਨੁਕਸਾਨ ਨੂੰ ਕਵਰ ਨਹੀਂ ਕਰਨਾ ਚਾਹੁੰਦਾ ਹੈ ਅਤੇ ਸਕ੍ਰੀਨ ਬਦਲਣ ਲਈ 900 ਡਾਲਰ ਦੀ ਮੰਗ ਕਰਦਾ ਹੈ। #DellXPS #support https://t.co/T2rdPY8QYJ"
4930,neutral,sadness,@TechWithHannah @sugaroverflow @KeychronMK @elgato @Logitech @Dell @society6 ਓਹ! ਜਦੋਂ ਮੈਂ ਇੱਕ ਆਰਡਰ ਕੀਤਾ ਤਾਂ ਮੈਂ ਉੱਥੇ ਵੇਖਣ ਲਈ ਸੋਚਿਆ ਵੀ ਨਹੀਂ ਸੀ। ਮੈਂ ਹਾਲੇ ਵੀ Etsy 🥲 ਤੋਂ ਆਪਣਾ ਇੰਤਜ਼ਾਰ ਕਰ ਰਿਹਾ/ਰਹੀ ਹਾਂ
15693,neutral,anticipation,@AnsgarTOdinson @GrowlyBiteBite @Alienware @AlienwareTech @Dell ਬੇਸ਼ੱਕ। ਕੋਈ ਵੀ ਗੇਮਿੰਗ ਲਈ ਸਿਰਫ਼ ਗੇਮਿੰਗ ਪੀਸੀ ਨਹੀਂ ਖਰੀਦਦਾ। ਕੰਸੋਲ ਇਸੇ ਲਈ ਹਨ।
8201,negative,anger,"ਹਾਂ, ਇਹ ਬਿਲਕੁਲ ਸਪੱਸ਼ਟ ਹੈ ਕਿ ਤੁਹਾਨੂੰ ਕਦੇ ਵੀ @Dell ਨਹੀਂ ਖਰੀਦਣਾ ਚਾਹੀਦਾ।

ਮੇਰਾ ਅਨੁਭਵ: ਮੇਰੇ ਕੋਲ ਇੱਕ ਵਧੀਆ, ਕਸਟਮਾਈਜ਼ਡ ਡੈੱਲ ਲੈਪਟਾਪ ਸੀ ਜਿਸਨੂੰ ਮੈਂ ਕਈ ਸਾਲ ਪਹਿਲਾਂ ਪਿਆਰ ਕਰਦਾ ਸੀ। ਕੁਝ ਸਾਲਾਂ ਦੀ ਵਫ਼ਾਦਾਰ ਸੇਵਾ ਤੋਂ ਬਾਅਦ ਇਸ ਵਿੱਚ ਇੱਕ ਸਮੱਸਿਆ ਪੈਦਾ ਹੋ ਗਈ ਇਸਲਈ ਮੈਂ ਇਸਨੂੰ ਮੁਰੰਮਤ ਲਈ ਭੇਜ ਦਿੱਤਾ।

ਉਹਨਾਂ ਨੇ ਇਸਨੂੰ ਗੁਆ ਦਿੱਤਾ ਅਤੇ ਇਸਦੀ ਬਜਾਏ ਮੈਨੂੰ ਕੁਝ ਬਕਵਾਸ ਲੈਪਟਾਪ ਭੇਜਿਆ. https://t.co/Dt1umhAUwR"
9632,positive,joy,@brittlestar @Dell @intelcanada ਮੇਰੇ ਪਿਤਾ ਜੀ ਨੂੰ ਹੁਣੇ ਹੀ ਆਪਣਾ ਪਹਿਲਾ ਐਂਡਰਾਇਡ ਫੋਨ ਮਿਲਿਆ ਹੈ। ਉਹ ਤਕਨੀਕੀ ਸਹਾਇਤਾ ਲਈ ਸਾਨੂੰ ਅਕਸਰ ਮਿਲਦਾ ਹੈ ਅਤੇ ਇਹ ਜਾਰੀ ਰਹੇਗਾ ਜੇਕਰ ਤੁਸੀਂ ਉਸਨੂੰ ਆਪਣਾ ਸ਼ਾਨਦਾਰ ਲੈਪਟਾਪ ਗਿਫਟ ਕਰਦੇ ਹੋ। ਪਿਤਾ ਜੀ ਹਰ ਰੋਜ਼ ਆਪਣੇ ਦੋਸਤਾਂ ਨੂੰ ਮਿਲਣ ਲਈ ਸਥਾਨਕ ਟਿਮ ਹਾਰਟਨਸ ਵਿੱਚ ਪੈਦਲ ਜਾਣਾ ਪਸੰਦ ਕਰਦੇ ਹਨ। ਇਹ ਸੁਰੱਖਿਅਤ ਹੋਵੇਗਾ ਜੇਕਰ ਉਹ ਸਰਦੀਆਂ ਵਿੱਚ ਉਹਨਾਂ ਨੂੰ ਸਕਾਈਪ ਕਰ ਸਕਦਾ ਹੈ.
6247,positive,joy,MTSU ਚਾਰਲੀ ਅਤੇ ਹੇਜ਼ਲ ਡੈਨੀਅਲ ਵੈਟਰਨਜ਼ ਅਤੇ ਮਿਲਟਰੀ ਫੈਮਿਲੀ ਸੈਂਟਰ ਦਾ ਦੌਰਾ ਕਰਨ ਲਈ @Dell ਦੇ ਵੈਟਰਨਜ਼ ਦਾ ਧੰਨਵਾਦ! https://t.co/bMxRCNnrlG
20367,negative,anger,"ਟੈਕਸਾਸ: ਕਾਰਪੋਰੇਟ ਟੈਕਸ ਬਰੇਕਾਂ ਲਈ ਆਓ, #LGBTQ Texans ਦੇ ਅਤਿਆਚਾਰ ਲਈ ਰਹੋ!!

ਤੁਹਾਡੀ ਚਾਲ: @Dell @AmericanAir @Tesla @ATT @Sysco @USAA @TXInstruments @Apple @SouthwestAir https://t.co/YL4hXF8Ary"
16041,positive,joy,"RT gizbot ""Dell ਨੇ ਅਧਿਕਾਰਤ ਤੌਰ 'ਤੇ ਭਾਰਤ ਵਿੱਚ ਦੋ ਨਵੇਂ ਗੇਮਿੰਗ ਲੈਪਟਾਪ ਲਾਂਚ ਕੀਤੇ ਹਨ -- Alienware X14 ਅਤੇ Alienware m15 R7। @Dell
https://t.co/xN0YYOQMaM"""
6211,negative,anger,"WTF ਕੀ @Dell ਅਤੇ/ਜਾਂ @Intel ""ਆਧੁਨਿਕ ਸਟੈਂਡਬਾਏ"" ਦੇ ਸਬੰਧ ਵਿੱਚ ਸੋਚ ਰਹੇ ਹਨ? ਕੀ ਕਿਸੇ ਨੇ ਅਸਲ ਵਿੱਚ ਇਸ ਵਿਵਹਾਰ ਦੀ ਜਾਂਚ ਕੀਤੀ ਸੀ? ਇਹ ਕਾਫ਼ੀ ਬੁਰਾ ਹੈ ਕਿ ਵਿਸ਼ੇਸ਼ਤਾ ਇੰਨੀ ਟੁੱਟ ਗਈ ਹੈ, ਪਰ ਉਪਭੋਗਤਾਵਾਂ ਨੂੰ ਇਸਨੂੰ ਅਯੋਗ ਕਰਨ ਤੋਂ ਸਰਗਰਮੀ ਨਾਲ ਰੋਕਣਾ ਬੇਤੁਕਾ ਹੈ। ਮੇਰਾ ਬਿਲਕੁਲ ਨਵਾਂ ਲੈਪਟਾਪ ਆਪਣੇ ਬੈਗ ਵਿੱਚ ਸੜ ਜਾਂਦਾ ਹੈ, ਜਦੋਂ ਕਿ ""ਸੁੱਤੇ"""
21271,negative,anger,@DellCares ਅਤੇ ਕੀ ਕਰਨਾ ਹੈ ਜੇਕਰ ਤੁਹਾਡੇ ਡੀਲਰ ਨੇ ਸਥਾਨਕ ਤੌਰ 'ਤੇ ਫਿੱਟ ਡੁਪਲੀਕੇਟ SSD ਪ੍ਰਦਾਨ ਕਰਕੇ ਧੋਖਾ ਕੀਤਾ ਹੈ @Dell @jagograhakjago
18110,negative,optimism,@dell ਸਾਡੇ ਲਈ ਇਸ ਨੂੰ ਠੀਕ ਕਰੋ। https://t.co/rVJKYh9T3F
10980,negative,anticipation,"ਇਸ ਲਈ, ਅਸੀਂ ਅਸਲ ਵਿੱਚ ਇੱਕ ਹੋਰ ਸਾਲ ਬਾਅਦ ਹਾਂ ਅਤੇ #nothingburger -- ਸਭ ਤੋਂ ਵੱਧ ਮੌਜੂਦਾ ਅਟਕਲਾਂ ਜੋ ਮੈਂ ਲੱਭ ਸਕਦਾ ਹਾਂ ਲਗਭਗ 6 ਮਹੀਨੇ ਪੁਰਾਣਾ ਹੈ: https://t.co/pv7KyQuFBJ

ਇਸ ਲਈ, @ਸਰਫੇਸ ਕੁਝ ਵੀ ਜਾਂ ਕੀ ਮੈਨੂੰ @HP, @Dell, ਅਤੇ ਹੋਰਾਂ ਤੋਂ ਵਿਕਲਪਾਂ ਨੂੰ ਦੇਖਣਾ ਸ਼ੁਰੂ ਕਰਨ ਦੀ ਲੋੜ ਹੈ? https://t.co/mEBYMzpulw"
22010,negative,anger,"@consaff @Dell ਮੈਨੂੰ ਸੇਵਾ ਪ੍ਰਦਾਨ ਨਹੀਂ ਕਰ ਰਿਹਾ ਹੈ, ਮੇਰਾ ਲੈਪਟਾਪ ਵਾਰੰਟੀ ਦੀ ਮਿਆਦ ਵਿੱਚ ਹੈ। ਕਿਰਪਾ ਕਰਕੇ ਮਦਦ ਕਰੋ।
@AlokOhrie"
20560,positive,joy,"@IntelDec ਅਤੇ @Dell ਦੇ ਨਾਲ ਰੌਕੀ ਮਾਉਂਟੇਨ ਸਾਈਬਰ ਸਿੰਪੋਜ਼ੀਅਮ ਵਿੱਚ ਦਿਨ 1। ਸਾਡੀ ਟੀਮ ਨੂੰ SEMPER T, ਸਾਡਾ ਟਰਾਂਸਪੋਰਟੇਬਲ HEMP ਕਠੋਰ ਮਾਈਕ੍ਰੋ ਐਜ ਡੇਟਾਸੈਂਟਰ ਦਿਖਾਉਣ 'ਤੇ ਮਾਣ ਹੈ। ਵਧੇਰੇ ਜਾਣਕਾਰੀ ਲਈ https://t.co/gP28jahc0H 'ਤੇ ਜਾਓ
#SEMPRE #SEMPREsecure #Private5G #P5G #tech #innovation @AFCEARMC https://t.co/BlveCFoSZD"
20188,neutral,anticipation,ਜਾਣੋ ਕਿ ਅੰਤ-ਉਪਭੋਗਤਾਵਾਂ ਨੂੰ ਘੱਟ ਤੋਂ ਘੱਟ ਵਿਘਨ ਪਾਉਂਦੇ ਹੋਏ ਸੇਵਾ ਆਟੋਮੇਸ਼ਨ ਦੇ ਯਤਨ ਕਿਵੇਂ ਵਿਕਸਿਤ ਹੋ ਸਕਦੇ ਹਨ। ਹੋਰ ਜਾਣਨ ਲਈ ਇੱਥੇ ਕਲਿੱਕ ਕਰੋ। https://t.co/gSVF5ALkdh #dell @Dell https://t.co/HTubfMbEOu
646,neutral,anticipation,"@Dell_IN @Dell @DellTech @DellTech @DellCares @DellCaresPRO @DellOutlet @DellUK @MichaelDell @DellChannel @CromaSupport @cromaretail @BandBajaateRaho @ConsumerReports @jagograhakjagoopanta0 @R.
ਮੈਂ 2010 ਵਿੱਚ ਡੇਲ ਕੰਪਨੀ ਦਾ ਲੈਪਟਾਪ ਵੀ ਖਰੀਦਿਆ ਸੀ, ਫਿਰ https://t.co/CTWOSuTWOb"
22714,positive,joy,@cryptomanran @HustlepediaYT @VictoriaVRcom @Dell ਨਾਇਸ ਸਪਾਂਸਰਡ ਟਵੀਟ
19076,positive,joy,ਆਪਣੇ #remotework ਕਰਮਚਾਰੀਆਂ ਲਈ ਵਿਸ਼ਵ-ਪੱਧਰੀ #collaboration ਟੂਲ ਸ਼ਾਮਲ ਕਰਨਾ ਚਾਹੁੰਦੇ ਹੋ? ਮੈਂ ਤੁਹਾਨੂੰ ਸ਼ੁਰੂਆਤ ਕਰਨ ਲਈ @Dell ਤੋਂ ਵਧੀਆ ਉਤਪਾਦਾਂ ਦੀ ਸਿਫ਼ਾਰਸ਼ ਕਰ ਸਕਦਾ ਹਾਂ। ਮੈਨੂੰ ਇੱਕ ਸੁਨੇਹਾ ਭੇਜੋ! @CDWCorp #cdwsocial https://t.co/D7NoudO17s https://t.co/uuGvcc4gEE
21963,positive,joy,ਉਸ ਵਿਸ਼ਾਲ ਡੈਸਕਟੌਪ ਪੀਸੀ ਨੂੰ ਛੱਡ ਕੇ ਠੰਡਾ ਸੈਟਅਪ @Dell. https://t.co/DNJ8aNCdKV
4274,neutral,anticipation,@Dell ਕੀ ਇੰਸਪਾਇਰੋਨ 14 ਪਲੱਸ ਭਾਰਤ ਵਿੱਚ ਜਲਦੀ ਹੀ ਲਾਂਚ ਹੋ ਰਿਹਾ ਹੈ? ਜਾਂ ਕੋਈ ਸਮਾਨ ਮਾਡਲ?
11771,negative,disgust,"@Dell_IN @Dell ਡੈੱਲ ਲੈਪਟਾਪ ਵਿੰਡੋਜ਼ ਤੋਂ ਬਿਨਾਂ ਕਿਉਂ ਨਹੀਂ ਵੇਚੇ ਜਾ ਸਕਦੇ, ਜਦੋਂ ਮੈਂ ਲੀਨਕਸ ਦੀ ਵਰਤੋਂ ਕਰਨ ਜਾ ਰਿਹਾ ਹਾਂ ਤਾਂ ਮੈਂ ਵਿੰਡੋਜ਼ ਲਈ ਗੈਰ-ਜ਼ਰੂਰੀ ਭੁਗਤਾਨ ਨਹੀਂ ਕਰਨਾ ਚਾਹੁੰਦਾ।"
17648,positive,joy,ਆਪਣੇ #remotework ਕਰਮਚਾਰੀਆਂ ਲਈ ਵਿਸ਼ਵ-ਪੱਧਰੀ #collaboration ਟੂਲ ਸ਼ਾਮਲ ਕਰਨਾ ਚਾਹੁੰਦੇ ਹੋ? ਮੈਂ ਤੁਹਾਨੂੰ ਸ਼ੁਰੂਆਤ ਕਰਨ ਲਈ @Dell ਤੋਂ ਵਧੀਆ ਉਤਪਾਦਾਂ ਦੀ ਸਿਫ਼ਾਰਸ਼ ਕਰ ਸਕਦਾ ਹਾਂ। ਮੈਨੂੰ ਇੱਕ ਸੁਨੇਹਾ ਭੇਜੋ! @CDWCorp #cdwsocial https://t.co/Y4ra5gUvjk https://t.co/c9XvJ3Wobm
24611,negative,anger,@JuddLegum @Dell @NRCC @NRSC ਲਾਲਚ ਇੱਕ ਭਿਆਨਕ ਚੀਜ਼ ਹੈ।
21707,neutral,fear,"@Dell ਤੋਂ ਨਵੀਂ ਬਲਾਗ ਪੋਸਟ https://t.co/EgfPChAALl 'ਤੇ ਸਾਂਝੀ ਕੀਤੀ ਗਈ

BadUSB ਸਾਈਬਰ ਹਮਲਿਆਂ ਦੇ ਵਿਰੁੱਧ ਆਪਣੇ ਆਪ ਨੂੰ ਸਮਰੱਥ ਬਣਾਓ https://t.co/nCVuQWr0jN

#cyberattack https://t.co/sGWR9pleVY"
13091,neutral,optimism,"ਤੁਹਾਡੀ ਸਭ ਤੋਂ ਵੱਡੀ ਡਾਟਾ ਪ੍ਰਬੰਧਨ ਚੁਣੌਤੀ ਕੀ ਹੈ? • ਬੱਦਲ ਜਟਿਲਤਾ? • ਲੰਬੇ ਤਕਨੀਕੀ ਰਿਫਰੈਸ਼ ਚੱਕਰ? • ਪੂੰਜੀ ਬਜਟ ਦੀਆਂ ਰੁਕਾਵਟਾਂ? ਸਟੋਰੇਜ ਦੇ ਤੌਰ 'ਤੇ ਆਪਣੀਆਂ ਚੁਣੌਤੀਆਂ ਨੂੰ ਹੱਲ ਕਰੋ। ਸਾਦਗੀ, ਚੁਸਤੀ ਅਤੇ amp; @Dell #APEX ਨਾਲ ਕੰਟਰੋਲ ਕਰੋ। https://t.co/mVt5TwRK8Q https://t.co/4HJeyM0xix"
6555,positive,joy,"ਰੋਸ਼ਨੀ, ਤੇਜ਼ ਅਤੇ ਸੁਰੱਖਿਅਤ! Citrix Daas ਦੇ ਨਾਲ ChromeOS Flex Citrix ਤਿਆਰ ਪ੍ਰਮਾਣਿਤ ਹੱਲਾਂ ਦੀ ਸੂਚੀ ਦੇ ਨਾਲ ਇੱਕ ਹਵਾ ਹੋਵੇਗੀ। ਉਹਨਾਂ ਨੂੰ ਦੇਖੋ: https://t.co/UHNlBF6gsY। @HP, @10ZiGTechnology, @Dell, @Yubico, @RingCentral, @Wacom, @DYMO, @Imprivata

#chromeos #chromeosflex #citrixready https://t.co/HY1lir4Q30"
7059,neutral,anticipation,"@BirminghamKav @Dell @Alienware ਇੱਥੇ ਇੱਕ ਮਿਆਰੀ ਡਿਸਪਲੇਅ 'ਤੇ ਸਿਰਲੇਖ ਨੂੰ ਚਲਾਉਣ ਲਈ ਘੱਟੋ-ਘੱਟ PC ਸਪੈਕਸ ਹਨ:
OS: ਵਿੰਡੋਜ਼ 7/8/10 64 ਬਿੱਟ
ਪ੍ਰੋਸੈਸਰ: ਕਵਾਡ ਕੋਰ CPU (4 x 2GHz)
ਮੈਮੋਰੀ: 6GB
ਗ੍ਰਾਫਿਕਸ: Nvidia GTX 470 / AMD 7240 (DirectX11 ਕਾਰਜਕੁਸ਼ਲਤਾ ਦੀ ਲੋੜ ਹੈ)
ਨੈੱਟਵਰਕ ਬਰਾਡਬੈਂਡ ਇੰਟਰਨੈੱਟ ਕਨੈਕਸ਼ਨ"
